2dDirection, 0x35d
GV_ZoneA_SpatterAttackStage1_Played, 0x163d
GV_ZoneA_SpatterAttackStage2_Played, 0x1641
GV_ZoneA_SpatterCount, 0x1645
GV_ZoneA_SpattersCleared_Played, 0x1649
GV_ZoneA_SpattersDead, 0x164d
GV_ZoneA_TiestowDismisses_Played, 0x1651
GV_ZoneA_TiestowDoorHappy_Played, 0x1655
GV_ZoneA_TiestowEncourage_Played, 0x1659
GV_ZoneA_TiestowParks_Played, 0x165d
GV_ZoneA_TiestowPraises_Played, 0x1661
GV_ZoneA_TiestowSeesPlayer_Played, 0x1665
GV_ZoneA_TiestowSeesPlayer02_Played, 0x1669
GV_ZoneA_TiestowTreasure_Played, 0x166d
GV_ZoneA_ToonWheel, 0x1671
GV_ZoneA_WaitsForHelp_Played, 0x1675
GV_ZoneB_BackOnTrack_Played, 0x1679
GV_ZoneB_BackOnTrack2_Played, 0x167d
GV_ZoneB_BoatDeath_Played, 0x1681
GV_ZoneB_CannotRepairTeaCup_Played, 0x1685
GV_ZoneB_CorrectCups, 0x1689
GV_ZoneB_CorrectCups02, 0x369
GV_ZoneB_DumboFixed, 0x1691
GV_ZoneB_DwightFreed, 0x1695
GV_ZoneB_FoundWrench_Played, 0x1699
GV_ZoneB_Friendlies, 0x169d
GV_ZoneB_GetDownFromThere, 0x16a1
GV_ZoneB_GetOffTheRoof_Played, 0x16a5
GV_ZoneB_Gus_OswaldSighting02_Played, 0x16a9
GV_ZoneB_GusExplainPipes_Played, 0x16ad
GV_ZoneB_GusIntro_Played, 0x16b1
GV_ZoneB_GusIntro2_Played, 0x16b5
GV_ZoneB_GusPumpIntroduction_Played, 0x16b9
GV_ZoneB_GusSawPipe_Played, 0x16bd
GV_ZoneB_GusSawPipe02_Played, 0x16c1
GV_ZoneB_GusTCCamera_Played, 0x16c5
GV_ZoneB_GusTeacupWarning2_Played, 0x16c9
GV_ZoneB_Help_Played, 0x16cd
GV_ZoneB_MachineTutorial, 0x16d1
GV_ZoneB_MickeyBrokeTeacup_Played, 0x16d5
GV_ZoneB_MickeyIsAwesome_Played, 0x16d9
GV_ZoneB_OpenDoors_Played, 0x16dd
GV_ZoneB_PausingBoat, 0x16e1
GV_ZoneB_PillarBark_Played, 0x16e5
GV_ZoneB_PinCollected, 0x16e9
GV_ZoneB_PipesBrokeMachineEmpty_Played, 0x16ed
GV_ZoneB_PipesFixedMachineEmpty_Played, 0x16f1
GV_ZoneB_PumpBroken_PipesThinned_Played, 0x16f5
GV_ZoneB_PumpBroken_Played, 0x16f9
GV_ZoneB_PumpFilled, 0x16fd
GV_ZoneB_PumpFixed_Played, 0x1701
GV_ZoneB_PumpThinnerFull, 0x1705
GV_ZoneB_PumpTutorial_Played, 0x1709
GV_ZoneB_QuestCleanUp_Played, 0x170d
GV_ZoneB_RideBroken_Played, 0x1711
GV_ZoneB_RideFixed_Played, 0x1715
GV_ZoneB_RideFixed2_Played, 0x1719
GV_ZoneB_RideOffer_AllDone, 0x171d
GV_ZoneB_RideWarning_Played, 0x1721
GV_ZoneB_SawPipeComplete_Played, 0x1725
GV_ZoneB_SawPipeComplete02_Played, 0x1729
GV_ZoneB_SideEnemies, 0x172d
GV_ZoneB_Solution_Played, 0x1731
GV_ZoneB_SpatterKilled, 0x1735
GV_ZoneB_TeaCupBroke, 0x1739
GV_ZoneB_TeaCupBrokeStage, 0x173d
GV_ZoneB_ThanksFull_Played, 0x1741
GV_ZoneB_ThinGearStops_Played, 0x1745
GV_ZoneB_TimFullDismiss_Played, 0x1749
GV_ZoneB_TimOutOfBooth, 0x174d
GV_ZoneB_TimRideBroken2_Played, 0x1751
GV_ZoneB_TotalSpatters, 0x1755
GV_ZoneB_ValveStuck_Played, 0x1759
GV_ZoneB_ValveTurn_Played, 0x175d
GV_ZoneB_WaitingForTeacup_Played, 0x1761
GV_ZoneB_WalkIn, 0x1765
GV_ZoneB_Wave01Finished, 0x1769
GV_ZoneB_Wrench, 0x176d
GV_ZoneB_Wrench_Played, 0x1771
GV_ZoneB_Wrench2_Played, 0x1775
GV_ZoneB_Wrench3_Played, 0x1779
GV_ZoneB_WrenchRecovered_Played, 0x177d
GV_ZoneB_WrenchRecovered2_Played, 0x1781
GV_ZoneB_WrongCups, 0x1785
GV_ZoneC_AllGremlinsFreed_Played, 0x1789
GV_ZoneC_BackRoomCPGlobal, 0x178d
GV_ZoneC_BlenheimCaged_Played, 0x1791
GV_ZoneC_BlenheimFixing_Played, 0x1795
GV_ZoneC_BoatsAway_Played, 0x1799
GV_ZoneC_BoatsStuck_Played, 0x179d
GV_ZoneC_EntryDoorShut_Played, 0x17a1
GV_ZoneC_FirstChest, 0x17a5
GV_ZoneC_FirstSweeperDead, 0x17a9
GV_ZoneC_GetOff_Played, 0x17ad
GV_ZoneC_GremBlenheim_Played, 0x17b1
GV_zoneC_GremHyperion_Played, 0x17b5
GV_ZoneC_GremlinAdmonish_Played, 0x17b9
GV_ZoneC_GremlinBrainCounter, 0x17bd
GV_ZoneC_GremlinPinza_Played, 0x17c1
GV_ZoneC_GremlinsFreed, 0x17c5
GV_ZoneC_GremlinTrigo_Played, 0x17c9
GV_ZoneC_GusEndRoom_Played, 0x17cd
GV_ZoneC_HyperionCaged_Played, 0x17d1
GV_ZoneC_HyperionFixing_Played, 0x17d5
GV_ZoneC_LastCP_Reached, 0x17d9
GV_ZoneC_PinzaCaged_Played, 0x17dd
GV_ZoneC_PinzaFixing_Played, 0x17e1
GV_ZoneC_PoolPanic_Played, 0x17e5
GV_ZoneC_RedChestHint_Played, 0x17e9
GV_ZoneC_SecondChest, 0x17ed
GV_ZoneC_SeeGremlin_Played, 0x17f1
GV_ZoneC_SeeSweeper_Played, 0x17f5
GV_ZoneC_SomeGremlinsFreed_Played, 0x17f9
GV_ZoneC_Switch1, 0x17fd
GV_ZoneC_Switch2, 0x1801
GV_ZoneC_Switch3, 0x1805
GV_ZoneC_Switch4, 0x1809
GV_ZoneC_ThinGearTutorial, 0x180d
GV_ZoneC_TotalSwitch, 0x1811
GV_ZoneC_TrigoCaged_Played, 0x1815
GV_ZoneC_TrigoFixing_Played, 0x1819
GV_ZoneC_Whirlpooltutorial_Played, 0x181d
GV_ZoneD_Braun_Freed_Played, 0x1821
GV_ZoneD_Braun_Thank_Played, 0x1825
GV_ZoneD_BreakTajGear_Played, 0x1829
GV_ZoneD_ConceptArt, 0x182d
GV_ZoneD_FanPuzzleComplete, 0x1831
GV_ZoneD_GearPuzzle, 0x1835
GV_ZoneD_GremlinMarc_Played, 0x1839
GV_ZoneD_GusBigWallFixed_Played, 0x183d
GV_ZoneD_GusBlocked_Played, 0x1841
GV_ZoneD_GusIntro_Played, 0x1845
GV_ZoneD_GusReachedExit_Played, 0x1849
GV_ZoneD_Herman_Freed_Played, 0x184d
GV_ZoneD_Herman_Help_Played, 0x1851
GV_ZoneD_Herman_Thank_Played, 0x1855
GV_ZoneD_HitValve_Played, 0x1859
GV_ZoneD_IntroValves_Played, 0x185d
GV_ZoneD_Loo_Freed_Played, 0x1861
GV_ZoneD_Loo_Thank2_Played, 0x1865
GV_ZoneD_LookAtHerman_Played, 0x1869
GV_ZoneD_LookAtLoo_Played, 0x186d
GV_ZoneD_NeedToReachExit_Played, 0x1871
GV_ZoneD_OpenExit_Played, 0x1875
GV_ZoneD_PeteLogQuestEnd_Played, 0x1879
GV_ZoneD_QuestCleanUp_Played, 0x187d
GV_ZoneD_RaiseCanal_Played, 0x1881
GV_ZoneD_StoppedValve_Played, 0x1885
GV_ZoneD_Valve_Steamreset_Played, 0x1889
GV_ZoneE_CrusherPos, 0x188d
GV_ZoneE_Gear01, 0x1891
GV_ZoneE_Gear02, 0x1895
GV_ZoneE_Gear03, 0x1899
GV_ZoneE_GremlinFreed, 0x189d
GV_ZoneE_MickeyNearTunnel, 0x18a1
GV_ZoneE_Room02Gears, 0x18a5
GV_zoneE_Toon01, 0x18a9
GV_ZoneE_Toon01First, 0x18ad
GV_zoneE_Toon02, 0x18b1
GV_zoneE_Toon03, 0x18b5
GV_zoneE_Toon04, 0x18b9
GV_ZoneF_APRide_On, 0x18bd
GV_ZoneF_Atop_BigBen, 0x18c1
GV_ZoneF_BennetChatter_Played, 0x18c5
GV_ZoneF_BennetFixPipes_Played, 0x18c9
GV_ZoneF_BennetIntro_Played, 0x18cd
GV_ZoneF_BennetShownProof_Played, 0x18d1
GV_ZoneF_BennetWaiting_Played, 0x18d5
GV_ZoneF_BigBenComp, 0x18d9
GV_ZoneF_BigBenExplain_Played, 0x18dd
GV_ZoneF_BigBenQuest_Played, 0x18e1
GV_ZoneF_CalvinChatter_Played, 0x18e5
GV_ZoneF_CalvinReward_Played, 0x18e9
GV_ZoneF_CalvinThank_Played, 0x18ed
GV_ZoneF_Chest_Bronze, 0x18f1
GV_ZoneF_Chest_Gold, 0x18f5
GV_ZoneF_Chest_Silver, 0x18f9
GV_ZoneF_ConceptArt, 0x18fd
GV_ZoneF_Ditto_Freed, 0x1901
GV_ZoneF_ExplainExit_Played, 0x1905
GV_ZoneF_GusCentralPipes_Played, 0x1909
GV_ZoneF_GusChest, 0x190d
GV_ZoneF_GusExitOpened_Played, 0x1911
GV_ZoneF_GusHelped, 0x1915
GV_ZoneF_GusHousePanic_Played, 0x1919
GV_ZoneF_GusHouseQuest_Played, 0x191d
GV_ZoneF_GusSaysFixFirst_Played, 0x1921
GV_ZoneF_MCRide_On, 0x1925
GV_ZoneF_PeteChestOpened, 0x1929
GV_ZoneF_PeteShipLog, 0x40dd
GV_ZoneF_PipesHealed, 0x404d
GV_ZoneF_QuestCleanup_Played, 0x192d
GV_ZoneF_RaulChatter_Played, 0x1931
GV_ZoneF_RidesRepaired, 0x1935
GV_ZoneF_SunstarGreeted, 0x1939
GV_ZoneF_TCRide_On, 0x193d
GV_ZoneF_WindmillChest, 0x1941
GV_ZoneF_WindmillComp, 0x1945
gv_zoneg_visitpete, 0x1949
GV_ZoneH_Door02, 0x194d
GV_ZoneH_Door03, 0x1951
GV_ZoneI_ArenaChest, 0x1955
GV_ZoneI_ArenaEnemy, 0x1959
GV_ZoneI_Boats, 0x195d
GV_ZoneI_ConceptArt, 0x1961
GV_ZoneI_ETowerComplete, 0x1965
GV_ZoneI_FlowerChest, 0x1969
GV_ZoneI_GearTurning, 0x196d
GV_ZoneI_GearTurning02, 0x1971
GV_ZoneI_GearTurning03, 0x1975
GV_ZoneI_GusColiseumIntro_Played, 0x1979
GV_ZoneI_GusColumnHit_Played, 0x197d
GV_ZoneI_GusEifelFalling_Played, 0x1981
GV_ZoneI_GusEifelFell_Played, 0x1985
GV_ZoneI_GusLeaningTower_Played, 0x1989
GV_ZoneI_GusPeteHappy_Played, 0x198d
GV_ZoneI_GusTreasure_Played, 0x1991
GV_ZoneI_Intro_Played, 0x1995
GV_ZoneI_LeaningTowerComplete_Played, 0x1999
GV_ZoneI_Shortcut, 0x199d
GV_ZoneI_StartObjective_Played, 0x19a1
GV_ZoneI_Tower, 0x19a5
GV_zoneJ_Gate01Opened, 0x19a9
GV_zoneJ_Gate02Opened, 0x19ad
GV_ZoneJ_Gate2Pipe01, 0x19b1
GV_ZoneJ_Gate2Pipe02, 0x19b5
GV_ZoneJ_Gate2Pipe03, 0x19b9
GV_zoneJ_Pool02Split, 0x19bd
GV_Zonel_CompleteObjective_Played, 0x19c1
GVGK_Exit_Chatter_Played, 0x19c5
GVGK_Exit_Closed_Played, 0x19c9
GVGK_Exit_Good_Played, 0x19cd
GVGK_Exit_Naughty_Played, 0x19d1
GVGus_House_Fixed_Played, 0x19d5
GVGus_House_NotFixed_Played, 0x19d9
GVGus_PeteTreasure_Played, 0x19dd
GVGUS_PipesRepaired_Played, 0x19e1
GVGUS_PipesStillBroke_Played, 0x19e5
HallCollumn1, 0x19e9
HallCollumn2, 0x19ed
HallCollumn3, 0x19f1
HallCollumn4, 0x19f5
HallCollumn5, 0x19f9
Have_ConceptArt_15_Mickeys_Mistake, 0x40c9
Have_ConceptArt_20_Bog_Easy, 0x19fd
Have_Heath_Pip_Upgrade_4, 0x1a01
HavePin_Beetleworx, 0x1a05
HavePin_CleanUpMeanStreet, 0x1a09
HavePin_DarkBeautyCastle, 0x1a0d
HavePin_GremlinVillage, 0x1a11
HavePin_Lonesome_Manor, 0x1a15
HavePin_MeanStreets, 0x1a19
HavePin_MickeyJunkMountain, 0x1a1d
HavePin_NoMoreBloticles, 0x1a21
HavePin_PiratesofTheWasteland, 0x1a25
HavePin_Tomorrowland, 0x1a29
HavePin_Wasteland, 0x1a2d
HeroReward_Clocktower, 0x1a31
HH1_to_Stretch_Played, 0x1a35
HH2_to_Ballroom_Played, 0x1a39
HM_Attic_AmmoBump, 0x1a3d
HM_Attic_BlueChestOpen, 0x1a41
HM_Attic_BwrxQuest, 0x1a45
HM_Attic_GoldPin_Chest, 0x1a49
HM_Attic_GoldPin_Chest_Persist, 0x1a4d
HM_Attic_IntroPlayed, 0x1a51
HM_Attic_Jarvis_Helps_Played, 0x1a55
HM_Attic_RocketPart, 0x1a59
HM_Attic_SkipToRocketQuest, 0x1a5d
HM_Attic_Stuffus_Done_Played, 0x1a61
HM_Attic_Stuffus_Helps_Played, 0x1a65
HM_Ballroom_Intro, 0x1a69
HM_Ballroom_Merc_Played, 0x1a6d
HM_Ballroom_State, 0x1a71
HM_BallroomKeyBrk01, 0x1a75
HM_BallroomKeyBrk02, 0x1a79
HM_BallroomKeyBrk03, 0x1a7d
HM_BallroomKeyBrk04, 0x1a81
HM_BallroomKeyBrk05, 0x1a85
HM_BallroomKeyBrk06, 0x1a89
HM_BallroomKeyBrk07, 0x36d
HM_BallroomKeyBrk08, 0x1a91
HM_BallroomRedChestOpen, 0x1a95
HM_BallroomRedChestOpen_Persist, 0x1a99
HM_BookPainted_Gus_Played, 0x1a9d
HM_BookPainted01_Played, 0x1aa1
HM_BookPaintedAll_Played, 0x1aa5
HM_Books_AllFound_Played, 0x1aa9
HM_BookThinned01_Played, 0x1aad
HM_BookThinnedAll_Played, 0x1ab1
HM_Bust01_Chat_Played, 0x1ab5
HM_Bust02_Chat_Played, 0x1ab9
HM_Button01_Reset_Played, 0x1abd
HM_CastleTimer, 0x1ac1
HM_Checkpoint_Location, 0x4089
HM_Column1Tumbler1, 0x1ac5
HM_Column1Tumbler2, 0x1ac9
HM_Column1Tumbler3, 0x1acd
HM_Column2Tumbler1, 0x1ad1
HM_Column2Tumbler2, 0x1ad5
HM_Column2Tumbler3, 0x1ad9
HM_Column3Tumbler1, 0x1add
HM_Column3Tumbler2, 0x1ae1
HM_Column3Tumbler3, 0x1ae5
HM_ConceptArt_Attic, 0x1ae9
HM_ConceptArt_Foyer, 0x1aed
HM_ConceptArt_Library, 0x1af1
HM_ConceptArt_ManorHouse, 0x1af5
HM_ConceptArt_StretchRoom, 0x1af9
HM_DonaldArm_Get, 0x1afd
HM_DonaldLegGet, 0x1b01
HM_End_Neutral_Played, 0x1b05
HM_EntrancePassed, 0x1b09
HM_Foyer_SilverPinChest, 0x1b0d
HM_Foyer_SilverPinChest_Persist, 0x1b11
HM_FoyerCandleFlight1, 0x1b15
HM_FoyerCandleFlight2, 0x1b19
HM_FoyerColCartoonChest, 0x1b1d
HM_FoyerDoor, 0x1b21
HM_FoyerGhostIsReleased, 0x1b25
HM_FoyerGremlin_Help_Played, 0x1b29
HM_FoyerGremlin_Rescue_Played, 0x1b2d
HM_FoyerGremlin_Thank_Played, 0x1b31
HM_FoyerGremlinState, 0x1b35
HM_FoyerIntroPlayed, 0x1b39
HM_FoyerLeftLever, 0x1b3d
HM_FoyerRightLever, 0x1b41
HM_FoyerSwitchStates, 0x1b45
HM_FoyerVisitNumber, 0x1b49
HM_FrontDoor_Opened, 0x1b4d
HM_FrontGrem_Talk, 0x1b51
HM_FrontGremlin_Help_Played, 0x1b55
HM_FrontGremlin_Rescue_Played, 0x1b59
HM_FrontGremlin_Thank_Played, 0x1b5d
HM_FrontYardAnvilChest, 0x1b61
HM_FrontYardAnvilQuest_Played, 0x1b65
HM_FrontYardIntroPlayed, 0x1b69
HM_Gear01Rotate, 0x1b6d
HM_Gear03Rotate, 0x1b71
HM_Ghost_DoorOpen_Played, 0x1b75
HM_Ghost_Farewell_Played, 0x1b79
HM_Ghost_Released_Played, 0x1b7d
HM_Ghost_Skull02_Set_Played, 0x1b81
HM_Ghost_SkullsDone_Played, 0x1b85
HM_Ghost_Trapped_Played, 0x1b89
HM_Ghost_Waiting01_Played, 0x1b8d
HM_Ghost_Waiting02_Played, 0x1b91
HM_Graveyard_Gus_Chest_Played, 0x1b95
HM_Graveyard_Gus_FirstBark_Played, 0x1b99
HM_Graveyard_Gus_FirstBark2_Played, 0x1b9d
HM_Graveyard_Gus_GroundFall_Played, 0x1ba1
HM_Graveyard_Gus_Spatters_Played, 0x1ba5
HM_Graveyard_Gus_Tombstone01_Played, 0x1ba9
HM_Graveyard_Gus_Tombstone02_Played, 0x1bad
HM_Graveyard_Gus_Tombstone03_Played, 0x1bb1
HM_Graveyard_Gus_Tombstone04_Played, 0x1bb5
HM_Graveyard_Gus_Tombstone05_Played, 0x1bb9
HM_Graveyard_Gus_Tombstone06_Played, 0x1bbd
HM_Graveyard_Gus_Tombstone07_Played, 0x1bc1
HM_Graveyard_Gus_Tombstone08_Played, 0x1bc5
HM_Graveyard_Gus_Tombstone09_Played, 0x1bc9
HM_Graveyard_Gus_Tombstone10_Played, 0x1bcd
HM_Grem_AskForHelp_Chatter_Played, 0x1bd1
HM_Grem_AskForHelp_Played, 0x1bd5
HM_Gus_Anvil01Fail_Played, 0x1bd9
HM_Gus_AnvilButton_Played, 0x1bdd
HM_Gus_AnvilHint_Played, 0x1be1
HM_Gus_DocReveal_Played, 0x1be5
HM_Gus_DocRevealB_Played, 0x1be9
HM_Gus_DocRevealC_Played, 0x1bed
HM_Gus_DocRevealD_Played, 0x1bf1
HM_Gus_DonaldPart01_Played, 0x1bf5
HM_Gus_Foyer01_Played, 0x1bf9
HM_Gus_FrontDoor01_Played, 0x1bfd
HM_Gus_MadDoc1_Played, 0x1c01
HM_Gus_Skull01_Set_Played, 0x1c05
HM_Gus_SpatterAnvil_Played, 0x1c09
HM_HatchetChest, 0x1c0d
HM_HatchetQuestFromHorace, 0x1c11
HM_JarvisHelped, 0x1c15
HM_Leona_DispelSlobber_Played, 0x1c19
HM_Leona_ExpireBook_Played, 0x4111
HM_Leona_ExpireQuests_Played, 0x1c1d
HM_Leona_GiveQuests_Played, 0x1c21
HM_Leona_Thinned_Played, 0x1c25
HM_Leota_AllSkulls_Played, 0x1c29
HM_Leota_Chat01_Played, 0x1c2d
HM_Leota_Chat03_Angry_Played, 0x1c31
HM_Leota_Chat03_Neutral_Played, 0x1c35
HM_Leota_Chat03_Played, 0x1c39
HM_Leota_OpenExit_Played, 0x1c3d
HM_Leota_Skulls02_Played, 0x1c41
HM_Leota_Skulls03_Played, 0x1c45
HM_Library_BookQuestComplete, 0x1c49
HM_Library_FirstPaintingSpin_Played, 0x1c4d
HM_Library_FixSkull01_NoLeota_Played, 0x1c51
HM_Library_FixSkull01_Played, 0x1c55
HM_Library_FixSkull02_Played, 0x1c59
HM_Library_FixSkull03_Played, 0x1c5d
HM_Library_GremlinConvoExit, 0x1c61
HM_Library_GremlinRescued, 0x1c65
HM_Library_HatchetQuestion_Played, 0x1c69
HM_Library_HowManyBooks, 0x1c6d
HM_Library_JarvisSaved, 0x1c71
HM_Library_JumboSaved, 0x1c75
HM_Library_LeonaSilverPin, 0x4109
HM_Library_MainQuestDone_Played, 0x1c79
HM_Library_PainingThinned_Played, 0x1c7d
HM_Library_Painting00_Played, 0x1c81
HM_Library_Painting01_Played, 0x1c85
HM_Library_Painting02_Played, 0x1c89
HM_Library_Painting03_Played, 0x1c8d
HM_Library_PaintingCount, 0x1c91
HM_Library_PaintingNoQuest_Played, 0x1c95
HM_Library_ShutdownBooks_Played, 0x1c99
HM_Library_SilverPinLeona, 0x1c9d
HM_Library_SilverPinLeona_Persist, 0x1ca1
HM_Library_SkullsHints, 0x1ca5
HM_Library_SkullsQuest, 0x1ca9
HM_Library_SlobberState, 0x1cad
HM_Library_SpatterQuest, 0x1cb1
HM_Library_TalkToLeona, 0x1cb5
HM_LibraryBookToGhost, 0x1cb9
HM_LibrarySolved, 0x1cbd
HM_MadDoc_FrontYard, 0x1cc1
HM_MainGear_Retry_Played, 0x1cc5
HM_ManorHouseChestOpened, 0x1cc9
HM_ManorHouseChestOpened_Persist, 0x1ccd
HM_MarbleBust_0_Played, 0x1cd1
HM_MarbleBust_01_Played, 0x1cd5
HM_MarbleBust_02_Played, 0x1cd9
HM_MarbleBust_03_Played, 0x1cdd
HM_MarbleBust_04_Played, 0x1ce1
HM_MarbleBust_05_Played, 0x1ce5
HM_MarbleBust_06_Played, 0x1ce9
HM_MarbleBust_07_Played, 0x1ced
HM_MarbleBust_08_Played, 0x1cf1
HM_MarbleBustsKilled, 0x1cf5
HM_Neville_Rescued, 0x1cf9
HM_Paint01Rotate, 0x1cfd
HM_Paint01Set, 0x1d01
HM_Paint03Rotate, 0x1d05
HM_Paint03Set, 0x1d09
HM_PaintingEyesSeen, 0x1d0d
HM_Screen_Graveyard_to_Foyer_Played, 0x1d11
HM_ShipTimer, 0x1d15
HM_Stretch_BronzePinChest, 0x1d19
HM_Stretch_BronzePinChest_Persist, 0x1d1d
HM_Stretch_Exit01_Played, 0x1d21
HM_Stretch_Exit02_Played, 0x1d25
HM_Stretch_Exit03_Played, 0x1d29
HM_Stretch_FirstTumbler, 0x1d2d
HM_Stretch_GiveQuest_Played, 0x1d31
HM_Stretch_GoldPinChest, 0x1d35
HM_Stretch_GoldPinChest_Persist, 0x1d39
HM_Stretch_GremBeg_Played, 0x1d3d
HM_Stretch_GremSaved_Played, 0x1d41
HM_Stretch_GremSaved1_Played, 0x1d45
HM_Stretch_GremSaved2_Played, 0x1d49
HM_Stretch_GremThank_Played, 0x1d4d
HM_Stretch_Hint01_Played, 0x1d51
HM_Stretch_Intro01_Played, 0x1d55
HM_Stretch_Intro02_Played, 0x1d59
HM_Stretch_Painting01Set_Played, 0x1d5d
HM_Stretch_Painting02Set_Played, 0x1d61
HM_Stretch_PaintingReset_Played, 0x1d65
HM_Stretch_PaintingsSpin_Played, 0x1d69
HM_Stretch_ReadyOut_Played, 0x1d6d
HM_Stretch_ResetRoom_Played, 0x1d71
HM_StretchGear01, 0x1d75
HM_StretchGear01Painted, 0x1d79
HM_StretchGear02, 0x1d7d
HM_StretchGear02Painted, 0x1d81
HM_StretchGremState, 0x1d85
HM_StretchingRoomState, 0x1d89
HM_StretchIntroTrigger, 0x1d8d
HM_StretchKeyEnabled, 0x1d91
HM_StretchMasterRotate, 0x1d95
HM_StretchPlatPos, 0x1d99
HM_StretchRoomCamTrip, 0x1d9d
HM_StuffusHelped, 0x1da1
HM_to_NOS_Exit_Played, 0x1da5
HM_TrainingButtonOn_Played, 0x1da9
HM_Tumbler01Solved, 0x1dad
HM_Tumbler02Solved, 0x1db1
HM_Tumbler03Solved, 0x1db5
HM_Zoneb_gearangle1, 0x1db9
HM_Zoneb_gearangle2, 0x1dbd
hm_zoneb_gremlinfree1, 0x1dc1
hm_zoneb_gremlinfree2, 0x1dc5
hm_zoneb_gremlinfree3, 0x1dc9
hm_zoneb_pillarskull1, 0x1dcd
hm_zoneb_pillarskull2, 0x1dd1
hm_zoneb_pillarskull3, 0x1dd5
hm_zoneb_skullsbroken, 0x1dd9
hm_zoneb_skullshealed, 0x1ddd
hm_zoneb_teleporter2, 0x1de1
hm_zoneb_teleporter3, 0x1de5
hm_zoneb_tombstone1, 0x1de9
hm_zoneb_tombstone2, 0x1ded
hm_zoneb_tombstone3, 0x1df1
hm_zoneb_tombstone4, 0x1df5
hm_zoneb_tombstone5, 0x1df9
hm_zoneb_tombstone6, 0x1dfd
hm_zoneb_tombstone7, 0x1e01
hm_zoneb_tombstone8, 0x1e05
hm_zoneb_tombstonechest, 0x1e09
HM_ZoneD2_AnvilCheckpoint, 0x1e0d
HM_ZoneH_PaintingPuzzleComplete, 0x1e11
HM_ZoneI_gear1on, 0x1e15
HM_ZoneI_gear2on, 0x1e19
HM_ZoneI_gear3on, 0x1e1d
HM_ZoneI_gear4on, 0x1e21
HM_ZoneI_gearangle1, 0x1e25
HM_ZoneI_gearangle2, 0x1e29
HM_ZoneI_gearangle3, 0x1e2d
HM_ZoneI_gearangle4, 0x1e31
HM_ZoneI_roomangle1, 0x1e35
HM_ZoneI_roomangle2, 0x1e39
HM_ZoneI_roomangle3, 0x1e3d
HM_ZoneI_roomangle4, 0x1e41
HM_ZoneI_roomsetup, 0x1e45
HM_ZoneI_usegremlin, 0x1e49
HM_ZoneK_GremlinState, 0x1e4d
HM_ZoneK_HelpingOrgan, 0x1e51
HM_ZoneK_InSongSeq, 0x1e55
HM_ZoneK_LidNum1, 0x1e59
HM_ZoneK_LidNum10, 0x1e5d
HM_ZoneK_LidNum11, 0x1e61
HM_ZoneK_LidNum12, 0x1e65
HM_ZoneK_LidNum13, 0x1e69
HM_ZoneK_LidNum2, 0x1e6d
HM_ZoneK_LidNum3, 0x1e71
HM_ZoneK_LidNum4, 0x1e75
HM_ZoneK_LidNum5, 0x1e79
HM_ZoneK_LidNum6, 0x1e7d
HM_ZoneK_LidNum7, 0x1e81
HM_ZoneK_LidNum8, 0x1e85
HM_ZoneK_LidNum9, 0x1e89
HM_ZoneK_LidVal1, 0x371
HM_ZoneK_LidVal10, 0x1e91
HM_ZoneK_LidVal11, 0x1e95
HM_ZoneK_LidVal12, 0x1e99
HM_ZoneK_LidVal13, 0x1e9d
HM_ZoneK_LidVal2, 0x1ea1
HM_ZoneK_LidVal3, 0x1ea5
HM_ZoneK_LidVal4, 0x1ea9
HM_ZoneK_LidVal5, 0x1ead
HM_ZoneK_LidVal6, 0x1eb1
HM_ZoneK_LidVal7, 0x1eb5
HM_ZoneK_LidVal8, 0x1eb9
HM_ZoneK_LidVal9, 0x1ebd
HM_ZoneK_OrganMad, 0x1ec1
HM_ZoneK_OrganTalked, 0x1ec5
HM_ZoneK_RightKeyCount, 0x1ec9
HM_ZoneK_SongGameOn, 0x1ecd
HM_ZoneK_WrongKeyCount, 0x1ed1
HMTTo2D_Played, 0x1ed5
Hook_Bronze_Pin, 0x1ed9
Hook_RocketPart, 0x407d
Horace_JailBreak, 0x1edd
HowManyMasksCollected, 0x1ee1
HUB_Adventureland_GotFlowers, 0x1ee5
HUB_Adventureland_GotIceCream, 0x1ee9
HUB_Adventureland_LoveQuestAccepted, 0x1eed
HUB_Adventureland_PirateQuestsAccepted, 0x1ef1
HUB_AL_Camera1, 0x1ef5
HUB_AL_Candle, 0x1ef9
HUB_AL_Candle2, 0x1efd
HUB_AL_Ticket1, 0x1f01
HUB_AL_Ticket2, 0x1f05
HUB_AL_Ticket3, 0x1f09
HUB_AL_Ticket4, 0x1f0d
HUB_AL_Ticket5, 0x1f11
HUB_Bell, 0x1f15
HUB_BlackPeteConv, 0x1f19
HUB_BlackPeteConv0, 0x1f1d
HUB_BoatFilmClip, 0x1f21
HUB_BroomQuestInit, 0x1f25
HUB_BroomQuestReward, 0x1f29
HUB_BroomsGone, 0x1f2d
HUB_CakeDelivered, 0x1f31
HUB_CamerasDisabled, 0x1f35
HUB_CinemaChoice, 0x1f39
HUB_DeadCount, 0x1f3d
HUB_DeadMax, 0x1f41
HUB_From2D, 0x1f45
HUB_GusConv, 0x1f49
HUB_Hero_Arena_Round, 0x1f4d
HUB_HMComplete, 0x1f51
HUB_HoraceConv, 0x1f55
HUB_HoraceConv0, 0x1f59
HUB_HoraceConv2, 0x1f5d
HUB_LastZone, 0x1f61
